          34          24          39           9
          33          20          43           8
          35          27          45          65
          31          18          42           2
          31          21          45           6
          40          27          45         979
          36          21          47           3
          29          14          43           1
          37          24          47         432
          39          24          50        4778
          33          20          44           2
          40          27          44        7398
          36          22          47         148
          35          21          44          11
          35          22          45         206
          30          18          42           8
          40          30          43           8
          30          22          42           9
          29          21          39           9
          41          26          43        1248
          39          24          43          14
          38          24          49         605
          35          20          42         155
          33          22          47          53
          34          20          43          10
          35          26          49          21
          31          18          45           1
          32          19          39           9
          31          20          43          19
          41          23          41         157
          36          23          42           9
          28          19          45           1
          33          19          43          10
          38          22          44          25
          29          19          41           2
          34          19          42           8
          35          21          39           9
          34          23          45           2
          41          30          47       71025
          40          26          48        3059
          36          24          45        1346
          35          19          47          34
          36          25          45         112
          39          27          41        7065
          38          24          47           4
          29          18          42           1
          30          20          41           2
          32          22          49           3
          40          29          45        4589
          38          25          42         234
          42          28          49        3171
          35          22          45          34
          39          24          41        5693
          29          20          43           2
          29          16          44          14
          37          25          45          19
          36          18          44           8
          36          27          45        1224
          38          28          47        8906
          29          15          51           3
          33          20          47          46
          33          17          41           9
          40          22          45        1775
          32          22          45           8
          35          21          43           8
          38          24          41           9
          41          22          47       10005
          36          27          43          12
          33          21          47          35
          35          21          39           9
          34          22          44           2
          34          17          45          67
          31          18          45           1
          34          21          46          32
          35          26          44           1
          34          23          44           8
          31          24          47           3
          43          23          49        9210
          40          20          48         114
          36          25          42           8
          37          24          46         336
          37          23          43         138
          38          26          47          89
          38          24          47        6494
          30          18          45           1
          43          28          47         677
          31          23          48           3
          32          19          43           1
          36          23          44          19
          43          30          47       81276
          37          22          48         106
          37          24          45          12
          37          22          45          68
          28          17          43          24
          43          28          45        1446
          40          30          46        2753
          35          23          44           1
          28          16          43           2
          29          19          42           2
          31          21          42           2
          39          26          48          98
          41          30          47       21848
          35          22          47           5
          40          31          45         448
          34          23          45          94
          29          17          42           8
          39          30          46        1231
          41          22          47          49
          30          15          51           7
          35          26          41           9
          29          17          49           7
          33          22          43          12
          33          19          46           5
          35          24          45          12
          33          22          42           9
          34          18          43          13
          36          21          43          63
          37          27          45          32
          37          23          49         474
          31          17          46          19
          38          24          41           2
          40          28          47        1621
          39          25          47         214
          32          21          42          19
          34          22          47         105
          35          26          42           2
          35          21          44          13
          40          25          47         556
          39          27          49           3
          36          25          45          32
          39          27          41          10
          35          20          45           1
          28          17          45           1
          35          23          47           6
          33          20          50         137
          34          22          43         177
          30          19          41           9
          33          23          47         579
          33          22          39           9
          39          20          42          74
          42          28          47         112
          40          29          44         197
          36          23          43           2
          30          17          49           3
          37          27          45        3815
          35          24          43          74
          35          22          47          24
          40          27          46          82
          36          25          41         366
          33          23          44           1
          37          21          40         131
          34          22          45          16
          36          24          45         306
          39          26          47          82
          29          17          45           1
          36          23          48           3
          35          20          44          63
          35          23          46           5
          39          25          43         792
          32          22          49           5
          35          23          41           9
          37          24          41       12711
          41          32          43       36575
          34          23          42           8
          31          21          43           2
          35          24          41           2
          35          24          39           8
          37          23          48          75
          35          19          43          12
          40          25          49         914
          38          22          49          60
          34          19          42          10
          42          33          44        9038
          37          27          45        1849
          29          20          42         138
          37          27          43         332
          36          26          45          36
          32          18          45           6
          37          25          46        4676
          29          18          45           6
          34          22          43           8
          41          32          45        1966
          30          18          42          12
          33          20          45           1
          31          23          45           6
          30          21          46           1
          36          21          43          14
          34          18          45          37
          42          32          47        3508
          41          32          41          13
          37          25          45         719
          33          20          45         111
          38          28          42           8
          35          23          43          14
          39          23          47         123
          28          13          44           1
          34          19          41          38
          35          21          43           8
          33          26          47         124
          30          18          41           9
          43          30          46       11935
          40          28          48        2329
          35          19          45         286
          30          21          43          80
          37          21          49         474
          41          27          49        1560
          42          24          46        1802
          38          28          42        6807
          38          24          43          63
          33          24          49          35
          41          27          41        9795
          29          16          41           2
          29          17          43           2
          34          21          45         125
          39          28          45        1008
          34          21          42           8
          36          23          45           2
          34          22          41           8
          34          21          41          74
          37          21          43         262
          30          18          41           8
          33          22          49           3
          33          21          42           1
          35          28          49          21
          31          19          43           1
          36          24          44          10
          40          23          49         583
          33          19          37           9
          32          21          45           6
          38          24          47          15
          42          27          47        2847
          36          28          45         106
          39          28          43          53
          30          16          42           2
          28          18          49           3
          33          21          44           1
          36          24          45        3050
          37          27          40           8
          35          19          43          12
          41          29          43       19008
          21           0           0           0
          38          26          41         762
          33          21          46          12
          41          26          47       14517
          33          24          49           3
          41          31          47         287
          35          24          51          17
          37          27          42          38
          34          22          43          24
          39          26          46         135
          38          26          41         493
          35          22          42           8
          38          24          41        1082
          32          23          42           1
          33          24          40           8
          37          25          48         640
          28          14          39           9
          39          20          45         212
          37          29          45         610
          34          26          47          57
          29          21          41           8
          35          16          45          53
          35          21          44           2
          38          26          48         188
          34          25          41          10
          36          23          44           8
          35          21          45           8
          35          26          41           8
          37          26          40           9
          28          12          43           1
          34          22          51           3
          35          25          44          13
          32          16          44          32
          32          19          45         143
          29          17          43           1
          35          22          43          93
          38          21          43          99
          36          26          49         242
          34          22          45           8
          40          24          45         136
          40          24          48          88
          38          21          46          49
          40          27          49         116
          41          26          44        3696
          35          23          42           8
          28          15          45         104
          33          21          43         106
          35          25          45          31
          33          24          40         113
          36          24          46          23
          37          25          45         334
          32          21          46          12
          35          21          41           2
          36          22          45           8
          37          18          43          13
          37          26          47          48
          39          25          46         400
          37          27          43         174
          37          23          47          41
          40          21          47        1811
          38          26          45          79
          26          15          43           1
          39          27          49          19
          31          19          44           1
          37          22          43           8
          32          24          38           9
          34          23          48           3
          37          24          51          22
          27          18          42           2
          31          22          47           5
          33          17          41           2
          40          28          45       14534
          37          21          47           5
          27          15          43           2
          43          26          47       46658
          39          22          43           8
          36          23          41           2
          31          19          43          12
          36          24          43          10
          33          20          43         149
          30          19          47           3
          39          27          51        1236
          41          26          45        4744
          39          22          47         100
          32          18          44           6
          32          21          43          54
          40          30          46         777
          35          25          43         355
          36          24          41         138
          40          30          47        3056
          39          28          46          19
          34          21          46           6
          34          18          46          52
          36          27          41         232
          35          25          51           3
          36          28          44         110
          33          23          45           1
          37          22          46       64301
          39          23          49          41
          39          30          40          25
          36          23          48           6
          29          17          42           2
          36          23          44           1
          32          17          43          40
          32          16          49          86
          29          19          49           5
          38          26          41           9
          40          28          43       56710
          41          29          45        1711
          36          23          49         345
          35          25          43           8
          35          24          46          19
          37          23          41         648
          30          18          45           1
          30          21          43           1
          34          20          45          12
          42          25          47         431
          40          27          41       15878
          34          22          43           8
          41          29          48          49
          32          21          43           2
          37          22          43           2
          39          28          49          86
          43          28          45        8032
          41          30          49       15674
          34          22          48          17
          36          24          48         107
          28          20          44           1
          43          28          48        1986
          40          25          47        2585
          38          21          43          59
          38          28          41         167
          34          22          39           9
          43          27          48        4196
          32          20          44         120
          33          25          45          99
          26          12          42           2
          26          15          47           4
          37          21          42          10
          35          25          49           3
          42          30          49       11151
          33          20          44           2
          39          26          45       65238
          31          16          40           2
          38          26          39           8
          36          22          45          82
          32          22          49           7
          33          20          45           2
          40          24          43          12
          32          18          50           3
          31          21          40           2
          34          18          44           2
          38          28          46         194
          36          21          43          12
          32          20          43           8
          30          18          42           2
          37          21          47          31
          36          23          47          15
          36          21          45         113
          34          23          44           1
          43          29          49        3889
          37          24          47          32
          41          22          43         243
          38          25          47         707
          35          22          43       18399
          33          22          45         123
          37          24          42           8
          39          25          47        1087
          34          23          47         107
          32          21          42           2
          42          25          47         106
          39          24          42       13560
          42          29          49       52387
          38          27          43          59
          31          18          39           9
          40          28          48          41
          37          25          45          11
          30          23          45         242
          38          23          47        1673
          36          23          45         751
          29          22          41           2
          36          19          48           3
          36          22          45          12
          35          18          47          20
          40          28          49       17369
          29          19          46           2
          36          26          42          25
          42          30          49        4767
          30          20          45           6
          35          24          44          12
          41          24          42        1537
          38          25          47         629
          31          21          44           2
          34          22          43           1
          33          20          47           3
          34          20          43           8
          40          26          49        4320
          31          16          43           9
          34          22          45           8
          32          22          46         124
          32          20          43          13
          40          28          47        1185
          41          24          45       30643
          39          23          43        1658
          33          23          44           8
          36          22          46          23
          41          25          47         114
          36          21          42          12
          33          19          48          31
          42          28          48          76
          29          22          39           9
          36          21          47           3
          37          27          45         282
          42          29          46       24995
          36          26          39           9
          40          25          46         123
          39          26          41           8
          41          30          45        3143
          34          20          41          27
          38          31          42       17297
          40          24          51        3052
          36          28          45         190
          31          23          42           8
          42          26          42          68
          39          31          45       37327
          37          27          41           8
          36          20          45          76
          38          26          42          10
          36          21          45          63
          40          31          43         140
          40          27          49          21
          31          22          36           9
          34          22          39           9
          29          17          43           2
          36          26          45          61
          38          23          45          15
          31          21          43          54
          36          22          41          93
          31          18          43           2
          35          25          49         108
          41          29          45       18292
          37          25          45         104
          28          20          41           2
          35          26          46          35
          34          20          46          19
          38          22          51         183
          34          14          43           8
          32          23          43          16
          27          17          44           1
          29          15          42           2
          37          26          41         129
